Software         Mid-westAID_072SME84Yes#2.6:0,,,,,,,,
Monitor          Mid-westAID_073Non-profit80Yes#3:150,,,,,,,,
Laptop EastAID_074Non-profit77Yes#2.6:0,,,,,,,,
Laptop   SouthAID_075Large Corporate73Yes#2.7:0,,,,,,,,
Accessories                Mid-westAID_076Large Corporate78Yes#3.1:230,,,,,,,,
Software                           SouthAID_077Non-profit79Yes#3.8:170,,,,,,,,
Desktop    Mid-westAID_078Non-profit81Yes#2.9:190,,,,,,,,
Software               Mid-westAID_079Non-profit69Yes#2.8:250,,,,,,,,
Misc.   WestAID_080Large Corporate72Yes#3.1:0,,,,,,,,
Misc.       Mid-westAID_081Non-profit70Yes#2.2:270,,,,,,,,
Desktop    Mid-westAID_082Non-profit84Yes#3.7:140,,,,,,,,
Monitor               NorthAID_083Large Corporate78Yes#2.7:230,,,,,,,,
Desktop    EastAID_084Individual79Yes#3.5:0,,,,,,,,
Software    Mid-westAID_085Large Corporate71Yes#2.8:230,,,,,,,,
Accessories         WestAID_086Non-profit70Yes#3.3:0,,,,,,,,
Accessories          EastAID_087Large Corporate85Yes#2.8:0,,,,,,,,
Accessories WestAID_088Non-profit67Yes#2:0,,,,,,,,
Monitor   Mid-westAID_089SME77No#2.3:260,,,,,,,,
Misc.                EastAID_090SME78Yes#3.7:320,,,,,,,,
Software                           SouthAID_091SME64Yes#3.2:250,,,,,,,,
Desktop    SouthAID_092Non-profit67Yes#3.6:200,,,,,,,,
Accessories               EastAID_093Non-profit62Yes#2.8:130,,,,,,,,
Software   Mid-westAID_094Individual73Yes#3.1:190,,,,,,,,
Misc.       EastAID_095Large Corporate96Yes#2.3:200,,,,,,,,
Software    WestAID_096Individual69Yes#3.5:320,,,,,,,,
Software               NorthAID_097Individual82Yes#3:230,,,,,,,,
Laptop    WestAID_098Individual76Yes#3.4:0,,,,,,,,
Accessories    Mid-westAID_099Individual73Yes#2.8:220,,,,,,,,
Misc.         NorthAID_100Non-profit78Yes#3.2:0,,,,,,,,
Misc.          WestAID_101Individual63Yes#3:0,,,,,,,,
Accessories EastAID_102Non-profit73Yes#2.8:0,,,,,,,,
Monitor   WestAID_103Non-profit66Yes#2.8:240,,,,,,,,
Laptop                Mid-westAID_104Large Corporate77Yes#2.8:230,,,,,,,,
Misc.                           NorthAID_105Individual62Yes#3.3:0,,,,,,,,
Laptop    EastAID_106Individual94Yes#2.3:0,,,,,,,,
Desktop               SouthAID_107Non-profit69No#2.7:230,,,,,,,,
Accessories   NorthAID_108Large Corporate79Yes#3.2:0,,,,,,,,
Misc.       SouthAID_109Large Corporate74Yes#2.8:0,,,,,,,,
Laptop    Mid-westAID_110Large Corporate62Yes#3.9:170,,,,,,,,
Laptop               SouthAID_111SME81No#2.5:180,,,,,,,,
Misc.    SouthAID_112Non-profit72Yes#3:50,,,,,,,,
Laptop    SouthAID_113Individual76Yes#3.4:0,,,,,,,,
Desktop         EastAID_114Non-profit84Yes#2.5:250,,,,,,,,
Desktop          NorthAID_115Large Corporate77Yes#3.3:180,,,,,,,,
Desktop Mid-westAID_116SME77Yes#3.5:290,,,,,,,,
Desktop   SouthAID_117Individual73Yes#2:180,,,,,,,,
Accessories                WestAID_118SME74Yes#3.1:0,,,,,,,,
Laptop                           Mid-westAID_119SME80Yes#2.6:0,,,,,,,,
Software    WestAID_120Large Corporate74Yes#2.5:0,,,,,,,,
Misc.               EastAID_121Large Corporate80Yes#3.6:240,,,,,,,,
Software   Mid-westAID_122Individual72Yes#3.3:270,,,,,,,,
Software       NorthAID_123Non-profit78Yes#3.1:330,,,,,,,,
Accessories    SouthAID_124SME83Yes#3.1:0,,,,,,,,
Software               WestAID_125SME71Yes#2.3:0,,,,,,,,
Software    WestAID_126Non-profit81Yes#3.2:0,,,,,,,,
Accessories    Mid-westAID_127Individual84Yes#3.3:250,,,,,,,,
Misc.         SouthAID_128SME68Yes#2.2:0,,,,,,,,
Accessories          Mid-westAID_129Large Corporate69Yes#2.4:0,,,,,,,,
Desktop Mid-westAID_130Individual70Yes#3.5:180,,,,,,,,
Software   WestAID_131Large Corporate73Yes#3.2:0,,,,,,,,
Monitor                SouthAID_132Large Corporate73Yes#2.9:0,,,,,,,,
Accessories                           NorthAID_133Individual86Yes#3.1:0,,,,,,,,
Accessories    NorthAID_134Non-profit63Yes#4.6:220,,,,,,,,
Laptop               NorthAID_135Large Corporate77Yes#3.8:270,,,,,,,,
Misc.   NorthAID_136Large Corporate73Yes#3.1:250,,,,,,,,
Misc.       SouthAID_137Individual76Yes#2.6:0,,,,,,,,
Misc.    SouthAID_138Non-profit61Yes#2.3:190,,,,,,,,
Monitor               SouthAID_139Individual84Yes#3.1:0,,,,,,,,
Accessories    WestAID_140Individual82Yes#2.9:150,,,,,,,,
Desktop    SouthAID_141Non-profit74Yes#3.1:260,,,,,,,,
Accessories         NorthAID_142Large Corporate71Yes#3:0,,,,,,,,
Monitor          SouthAID_143Individual77Yes#2.7:0,,,,,,,,
Accessories NorthAID_144Individual69Yes#2.8:210,,,,,,,,
Software   EastAID_145Individual95Yes#3.6:280,,,,,,,,
Misc.                SouthAID_146Large Corporate76Yes#2.8:260,,,,,,,,
Misc.                           SouthAID_147Large Corporate71Yes#3.3:170,,,,,,,,
Software    NorthAID_148Non-profit67Yes#3.2:130,,,,,,,,
Accessories               NorthAID_149SME77Yes#2.6:280,,,,,,,,
Software   WestAID_150Large Corporate76Yes#3:0,,,,,,,,
Misc.       NorthAID_151Non-profit88Yes#3:200,,,,,,,,
Laptop    NorthAID_152Large Corporate87Yes#2.9:0,,,,,,,,
Misc.               Mid-westAID_153Individual82Yes#4.1:290,,,,,,,,
Desktop    Mid-westAID_154Large Corporate62Yes#2.6:190,,,,,,,,
Accessories    WestAID_155Individual66Yes#1.9:0,,,,,,,,
Monitor         SouthAID_156Non-profit78Yes#3.3:170,,,,,,,,
Laptop          EastAID_157Large Corporate82Yes#1.7:0,,,,,,,,
Software EastAID_158SME77Yes#2.3:100,,,,,,,,
Laptop   NorthAID_159Large Corporate82Yes#2.7:0,,,,,,,,
Accessories                WestAID_160SME72Yes#3.1:0,,,,,,,,
Software                           Mid-westAID_161SME62No#2.7:210,,,,,,,,
Misc.    SouthAID_162Individual77Yes#2.2:200,,,,,,,,
Misc.               NorthAID_163Individual84Yes#2.8:0,,,,,,,,
Monitor   NorthAID_164Non-profit65Yes#2.3:0,,,,,,,,
Monitor       NorthAID_165SME74Yes#3:0,,,,,,,,
Desktop    SouthAID_166Non-profit87Yes#4:0,,,,,,,,
Misc.               EastAID_167SME69Yes#3:0,,,,,,,,
Software    Mid-westAID_168Non-profit80Yes#2.9:220,,,,,,,,
Accessories    SouthAID_169SME79Yes#3.3:0,,,,,,,,
Laptop         Mid-westAID_170SME54Yes#3.7:220,,,,,,,,
Accessories          Mid-westAID_171SME61Yes#3.2:180,,,,,,,,
Monitor EastAID_172SME72Yes#2.4:0,,,,,,,,
Laptop   EastAID_173Individual68Yes#2.9:0,,,,,,,,
Monitor                Mid-westAID_174Individual74Yes#3:280,,,,,,,,
Misc.                           EastAID_175Large Corporate68Yes#2.9:0,,,,,,,,
Desktop    SouthAID_176Large Corporate76No#3.4:280,,,,,,,,
Accessories               SouthAID_177SME88Yes#3:210,,,,,,,,
Misc.   EastAID_178Large Corporate59Yes#3:290,,,,,,,,
Software       EastAID_179Individual69Yes#3.1:0,,,,,,,,
Laptop    SouthAID_180Non-profit76Yes#3.3:130,,,,,,,,
Accessories               Mid-westAID_181Large Corporate77Yes#3.2:70,,,,,,,,
Desktop    WestAID_182Non-profit74Yes#2.6:0,,,,,,,,
Software    WestAID_183Individual83Yes#3.4:230,,,,,,,,
Accessories         EastAID_184Large Corporate67Yes#2.9:130,,,,,,,,
Software          SouthAID_185Large Corporate76Yes#3.1:240,,,,,,,,
Misc. WestAID_186Individual85Yes#4.2:180,,,,,,,,
Laptop   Mid-westAID_187Individual72Yes#3.4:0,,,,,,,,
Misc.                SouthAID_188Non-profit57Yes#2.3:120,,,,,,,,
Laptop                           WestAID_189Large Corporate85Yes#3.1:0,,,,,,,,
Misc.    SouthAID_190SME61Yes#2.4:170,,,,,,,,
Monitor               WestAID_191Large Corporate78Yes#2.8:0,,,,,,,,
Laptop   Mid-westAID_192Individual68Yes#2.6:250,,,,,,,,
Monitor       WestAID_193Large Corporate68Yes#2.9:310,,,,,,,,
Laptop    EastAID_194Large Corporate87Yes#3.4:0,,,,,,,,
Desktop               NorthAID_195Large Corporate60Yes#2.4:180,,,,,,,,
Accessories    Mid-westAID_196Non-profit66Yes#2.5:220,,,,,,,,
Desktop    SouthAID_197Large Corporate63Yes#3.5:0,,,,,,,,
Desktop         EastAID_198Large Corporate78Yes#2.8:200,,,,,,,,
Accessories          WestAID_199SME62Yes#2.3:0,,,,,,,,
Desktop EastAID_200SME87Yes#2.7:240,,,,,,,,
Accessories   Mid-westAID_201Individual90Yes#2.9:280,,,,,,,,
Monitor                SouthAID_202SME78Yes#2.8:220,,,,,,,,
Monitor                           Mid-westAID_203SME72Yes#2.9:0,,,,,,,,
Misc.    EastAID_204Non-profit72Yes#1.4:0,,,,,,,,
Laptop               EastAID_205Large Corporate78Yes#2.2:170,,,,,,,,
Laptop   NorthAID_206Individual77Yes#2.8:200,,,,,,,,
Monitor       SouthAID_207Individual75Yes#3.4:0,,,,,,,,
Software    SouthAID_208SME83Yes#2.5:160,,,,,,,,
Software               EastAID_209SME80Yes#3.2:0,,,,,,,,
Accessories    EastAID_210Large Corporate68Yes#2.9:190,,,,,,,,
Misc.    SouthAID_211Non-profit65No#2.7:270,,,,,,,,
Desktop         SouthAID_212Non-profit70Yes#2.8:220,,,,,,,,
Software          NorthAID_213Individual92Yes#3.6:240,,,,,,,,
Software EastAID_214SME77Yes#3.3:0,,,,,,,,
Accessories   SouthAID_215Non-profit68Yes#2.8:100,,,,,,,,
Software                EastAID_216SME69Yes#2.4:0,,,,,,,,
Accessories                           NorthAID_217Non-profit72Yes#3.4:140,,,,,,,,
Software    Mid-westAID_218Non-profit77Yes#2.9:240,,,,,,,,
Desktop               EastAID_219SME71Yes#3:170,,,,,,,,
Monitor   NorthAID_220Non-profit77Yes#3.3:0,,,,,,,,
Desktop       Mid-westAID_221Non-profit87Yes#2.6:210,,,,,,,,
Monitor    NorthAID_222Large Corporate68Yes#3.4:230,,,,,,,,
Monitor               EastAID_223SME78Yes#3.4:10,,,,,,,,
Desktop    NorthAID_224Large Corporate84Yes#3.2:280,,,,,,,,
Software    EastAID_225SME76Yes#3.2:240,,,,,,,,
Laptop         SouthAID_226Large Corporate80Yes#2.4:0,,,,,,,,
Accessories          WestAID_227Non-profit85Yes#2.6:210,,,,,,,,
Monitor Mid-westAID_228Large Corporate74Yes#2.9:240,,,,,,,,
Desktop   EastAID_229Large Corporate87Yes#2.9:290,,,,,,,,
Accessories                SouthAID_230Individual75Yes#2.9:70,,,,,,,,
Accessories                           NorthAID_231SME72Yes#2.8:280,,,,,,,,
Software    WestAID_232SME61Yes#2.1:0,,,,,,,,
Misc.               SouthAID_233Individual92Yes#2.9:210,,,,,,,,
Misc.   NorthAID_234SME75Yes#3.5:240,,,,,,,,
Accessories       Mid-westAID_235Non-profit77Yes#3.1:0,,,,,,,,
Monitor    WestAID_236Individual66Yes#3.1:190,,,,,,,,
Misc.               WestAID_237SME48Yes#2.8:200,,,,,,,,
Desktop    SouthAID_238Non-profit75Yes#3.1:0,,,,,,,,
Misc.    NorthAID_239Non-profit77Yes#3.1:220,,,,,,,,
Monitor         EastAID_240Large Corporate65Yes#2.9:60,,,,,,,,
Laptop          NorthAID_241Large Corporate74Yes#3.3:190,,,,,,,,
Software Mid-westAID_242SME66Yes#2.1:0,,,,,,,,
Software   WestAID_243Individual74Yes#3:0,,,,,,,,
Laptop                EastAID_244Individual78Yes#2.9:200,,,,,,,,
Desktop                           WestAID_245Large Corporate70Yes#2.8:0,,,,,,,,
Software    WestAID_246Large Corporate80Yes#2.5:0,,,,,,,,
Accessories               EastAID_247Non-profit63No#2.7:0,,,,,,,,
Accessories   NorthAID_248SME90Yes#2.4:0,,,,,,,,
Accessories       WestAID_249SME71Yes#3.2:210,,,,,,,,
Software    WestAID_250Large Corporate63Yes#2.9:230,,,,,,,,
Software               WestAID_251SME77Yes#2.5:250,,,,,,,,
Monitor    NorthAID_252Individual81Yes#2.6:0,,,,,,,,
Desktop    SouthAID_253Large Corporate85No#3.5:200,,,,,,,,
Laptop         NorthAID_254Large Corporate78Yes#2.7:140,,,,,,,,
Desktop          WestAID_255SME88Yes#3.7:0,,,,,,,,
Misc. WestAID_256Individual69Yes#2.9:150,,,,,,,,
Monitor   NorthAID_257Large Corporate74Yes#3.1:0,,,,,,,,
Misc.                WestAID_258SME85Yes#3.6:190,,,,,,,,
Misc.                           WestAID_259SME67Yes#2.9:0,,,,,,,,
Misc.    EastAID_260SME73Yes#3:140,,,,,,,,
Software               SouthAID_261Non-profit62No#3.3:0,,,,,,,,
Laptop   EastAID_262Individual57Yes#3.5:0,,,,,,,,
Monitor       SouthAID_263Non-profit80Yes#2.2:190,,,,,,,,
Laptop    WestAID_264Individual80Yes#2.1:110,,,,,,,,
Software               EastAID_265Non-profit76Yes#3:0,,,,,,,,
Monitor    EastAID_266SME72Yes#2.5:210,,,,,,,,
Laptop    WestAID_267Large Corporate74Yes#2.1:260,,,,,,,,
Misc.         SouthAID_268Non-profit64Yes#3.2:0,,,,,,,,
Laptop          Mid-westAID_269SME69Yes#2.9:0,,,,,,,,
Accessories NorthAID_270Large Corporate68Yes#2.8:160,,,,,,,,
Accessories   NorthAID_271Large Corporate78Yes#2.6:0,,,,,,,,
Misc.                WestAID_272SME67Yes#4.1:120,,,,,,,,
Software                           EastAID_273Large Corporate81Yes#2.6:0,,,,,,,,
Accessories    WestAID_274Non-profit80Yes#3.2:140,,,,,,,,
Misc.               EastAID_275Non-profit81Yes#2.8:120,,,,,,,,
Laptop   EastAID_276Large Corporate90Yes#2.6:0,,,,,,,,
Accessories       NorthAID_277SME83Yes#3:170,,,,,,,,
Software    SouthAID_278Large Corporate83Yes#2.9:220,,,,,,,,
Laptop               NorthAID_279Non-profit90Yes#3.4:220,,,,,,,,
Monitor    WestAID_280SME91Yes#3.3:0,,,,,,,,
Accessories    SouthAID_281Individual69Yes#2.8:220,,,,,,,,
Monitor         SouthAID_282SME75Yes#3.2:210,,,,,,,,
Misc.          SouthAID_283Non-profit81Yes#3.8:0,,,,,,,,
Desktop NorthAID_284SME68Yes#3:0,,,,,,,,
Software   EastAID_285Individual75Yes#3.2:240,,,,,,,,
Laptop                EastAID_286Non-profit82Yes#3.3:230,,,,,,,,
Accessories                           WestAID_287SME80Yes#3.2:0,,,,,,,,
Monitor    WestAID_288SME69Yes#3:300,,,,,,,,
Laptop               EastAID_289Individual75Yes#2.8:190,,,,,,,,
Software   SouthAID_290SME82Yes#3.4:0,,,,,,,,
Accessories       WestAID_291SME82Yes#3.1:180,,,,,,,,
Accessories    WestAID_292Large Corporate67Yes#3.8:0,,,,,,,,
Misc.               NorthAID_293SME75No#2.9:220,,,,,,,,
Laptop    Mid-westAID_294SME81Yes#3.5:100,,,,,,,,
Monitor    NorthAID_295Individual76Yes#2.5:0,,,,,,,,
Desktop         NorthAID_296Non-profit71Yes#2.3:230,,,,,,,,
Desktop          NorthAID_297Large Corporate77No#2.7:270,,,,,,,,
Laptop WestAID_298Non-profit71No#2.2:140,,,,,,,,
Laptop   NorthAID_299SME66Yes#3.4:0,,,,,,,,
Accessories                EastAID_300Large Corporate73Yes#2.5:220,,,,,,,,
Accessories                           EastAID_301Non-profit76Yes#2.8:120,,,,,,,,
Software    EastAID_302Individual80Yes#3.5:230,,,,,,,,
Accessories               EastAID_303Large Corporate82Yes#4:190,,,,,,,,
Laptop   EastAID_304Large Corporate60Yes#3.5:0,,,,,,,,
Misc.       NorthAID_305SME77Yes#2.9:250,,,,,,,,
Misc.    WestAID_306SME64Yes#2.5:0,,,,,,,,
Desktop               SouthAID_307Large Corporate78Yes#2.6:0,,,,,,,,
Monitor    SouthAID_308SME85Yes#2.8:220,,,,,,,,
Laptop    WestAID_309Large Corporate81Yes#4.2:290,,,,,,,,
Monitor         EastAID_310Large Corporate82Yes#2.8:240,,,,,,,,
Accessories          Mid-westAID_311SME66Yes#3.5:160,,,,,,,,
Monitor EastAID_312Individual75Yes#3.3:160,,,,,,,,
Laptop   Mid-westAID_313Non-profit63Yes#3.4:0,,,,,,,,
Desktop                WestAID_314Individual80Yes#3.1:310,,,,,,,,
Accessories                           NorthAID_315Large Corporate73Yes#3:0,,,,,,,,
Accessories    EastAID_316SME82Yes#2.4:0,,,,,,,,
Misc.               SouthAID_317Individual74Yes#2.7:0,,,,,,,,
Laptop   EastAID_318Non-profit68Yes#3.3:0,,,,,,,,
Monitor       WestAID_319Large Corporate70Yes#3:0,,,,,,,,
Software    Mid-westAID_320SME70Yes#2.6:0,,,,,,,,
Monitor               Mid-westAID_321Large Corporate67Yes#3.2:140,,,,,,,,
Desktop    SouthAID_322Non-profit72Yes#2.4:230,,,,,,,,
Misc.    EastAID_323Large Corporate71Yes#1.9:210,,,,,,,,
Monitor         WestAID_324Individual79Yes#2.7:0,,,,,,,,
Monitor          NorthAID_325Large Corporate61Yes#3:0,,,,,,,,
Desktop SouthAID_326Non-profit71Yes#3.2:220,,,,,,,,
Misc.   WestAID_327Individual73Yes#2.8:270,,,,,,,,
Software                WestAID_328Large Corporate94Yes#2.8:190,,,,,,,,
Software                           SouthAID_329Non-profit71Yes#3.1:180,,,,,,,,
Desktop    NorthAID_330Non-profit64No#2.9:100,,,,,,,,
Software               EastAID_331SME81Yes#3.1:190,,,,,,,,
Desktop   Mid-westAID_332Individual74Yes#2.6:0,,,,,,,,
Software       Mid-westAID_333Large Corporate82Yes#2.9:0,,,,,,,,
Monitor    WestAID_334SME86No#3.8:0,,,,,,,,
Software               EastAID_335SME77Yes#2.4:0,,,,,,,,
Software    EastAID_336Individual80Yes#2.9:210,,,,,,,,
Misc.    EastAID_337Individual72Yes#3.4:0,,,,,,,,
Software         SouthAID_338Individual73Yes#2.4:200,,,,,,,,
Accessories          EastAID_339Individual72Yes#2.9:0,,,,,,,,
Accessories SouthAID_340Large Corporate66Yes#2.9:0,,,,,,,,
Desktop   EastAID_341Large Corporate87Yes#2.9:260,,,,,,,,
Software                WestAID_342Large Corporate65Yes#2.6:200,,,,,,,,
Software                           SouthAID_343Individual75Yes#2.9:170,,,,,,,,
Software    SouthAID_344SME69Yes#2.4:260,,,,,,,,
Accessories               SouthAID_345SME85Yes#3.3:150,,,,,,,,
Monitor   EastAID_346SME86Yes#3.2:0,,,,,,,,
Laptop       SouthAID_347Non-profit70Yes#3.1:0,,,,,,,,
Accessories    EastAID_348Large Corporate77Yes#2.4:220,,,,,,,,
Laptop               NorthAID_349Large Corporate80Yes#3.3:0,,,,,,,,
Laptop    SouthAID_350Large Corporate87Yes#3.8:190,,,,,,,,
Desktop    NorthAID_351Non-profit74Yes#2.3:150,,,,,,,,
Desktop         Mid-westAID_352SME84Yes#2.8:0,,,,,,,,
Software          SouthAID_353Individual80Yes#2.7:0,,,,,,,,
Misc. EastAID_354Non-profit61Yes#2.5:0,,,,,,,,
Software   SouthAID_355Individual62Yes#2.7:140,,,,,,,,
Laptop                EastAID_356Large Corporate80Yes#4.1:0,,,,,,,,
Software                           SouthAID_357Non-profit62Yes#3:270,,,,,,,,
Misc.    EastAID_358SME84Yes#3.1:0,,,,,,,,
Desktop               EastAID_359Non-profit78Yes#3:0,,,,,,,,
Laptop   NorthAID_360Individual83Yes#3.4:0,,,,,,,,
Accessories       Mid-westAID_361Non-profit74Yes#3.5:240,,,,,,,,
Desktop    Mid-westAID_362Non-profit79Yes#3.3:0,,,,,,,,
Laptop               NorthAID_363Large Corporate81Yes#4:150,,,,,,,,
Misc.    NorthAID_364Non-profit66Yes#2.3:0,,,,,,,,
Misc.    SouthAID_365SME78Yes#3:230,,,,,,,,
Software         EastAID_366SME79Yes#2:220,,,,,,,,
Laptop          Mid-westAID_367SME81Yes#3.7:160,,,,,,,,
Laptop EastAID_368Individual85Yes#2.5:210,,,,,,,,
Accessories   NorthAID_369Non-profit65Yes#2.9:0,,,,,,,,
Software                WestAID_370SME88Yes#2.6:220,,,,,,,,
Accessories                           NorthAID_371Large Corporate66No#3.8:150,,,,,,,,
Desktop    NorthAID_372SME67Yes#3.8:210,,,,,,,,
Laptop               EastAID_373SME70Yes#3.3:70,,,,,,,,
Laptop   EastAID_374Individual80Yes#3.4:290,,,,,,,,
Misc.       SouthAID_375Non-profit91Yes#2.3:150,,,,,,,,
Software    EastAID_376Large Corporate66Yes#3.6:270,,,,,,,,
Software               NorthAID_377Non-profit76Yes#2.6:130,,,,,,,,
Misc.    Mid-westAID_378Large Corporate67Yes#3.1:0,,,,,,,,
Laptop    Mid-westAID_379Individual80Yes#2.9:210,,,,,,,,
Desktop         NorthAID_380SME76Yes#4.1:240,,,,,,,,
Laptop          EastAID_381Individual68Yes#3.7:0,,,,,,,,
Software NorthAID_382Large Corporate88Yes#2.3:0,,,,,,,,
Accessories   NorthAID_383Non-profit74Yes#3.3:0,,,,,,,,
Accessories                EastAID_384Non-profit72Yes#2.5:160,,,,,,,,
Monitor                           WestAID_385Non-profit79Yes#3.1:200,,,,,,,,
Desktop    Mid-westAID_386Non-profit70Yes#3.4:0,,,,,,,,
Misc.               NorthAID_387Large Corporate78Yes#1.8:0,,,,,,,,
Accessories   NorthAID_388Non-profit76Yes#2.2:60,,,,,,,,
Misc.       EastAID_389Individual63No#2.7:0,,,,,,,,
Desktop    WestAID_390Non-profit71Yes#2.1:0,,,,,,,,
Misc.               SouthAID_391Non-profit77Yes#2.3:190,,,,,,,,
Monitor    EastAID_392Large Corporate64Yes#3.2:170,,,,,,,,
Misc.    SouthAID_393Individual70Yes#3.4:210,,,,,,,,
Laptop         Mid-westAID_394Individual86Yes#2.8:170,,,,,,,,
Software          SouthAID_395Large Corporate78Yes#3.7:160,,,,,,,,
Misc. NorthAID_396SME74Yes#3.3:130,,,,,,,,
Software   WestAID_397Non-profit91No#3.5:0,,,,,,,,
Desktop                NorthAID_398Individual81Yes#3.9:0,,,,,,,,
Misc.                           SouthAID_399Non-profit80Yes#3.6:310,,,,,,,,
Misc.    SouthAID_400Non-profit83Yes#3.3:190,,,,,,,,
Accessories               SouthAID_401Non-profit78Yes#1.7:270,,,,,,,,
Accessories   Mid-westAID_402Individual86Yes#2.9:0,,,,,,,,
Accessories       EastAID_403Large Corporate78Yes#2.7:0,,,,,,,,
Accessories    WestAID_404Individual90Yes#3:0,,,,,,,,
Laptop               WestAID_405SME79Yes#2.7:260,,,,,,,,
Monitor    Mid-westAID_406Large Corporate69Yes#2.2:160,,,,,,,,
Laptop    EastAID_407SME70Yes#3.1:270,,,,,,,,
